date,temperature_C,precipitation_mmd,pet_mmd,streamflow_mmd,aet_mm,SM_%
1981-02-21,-1.13095841818631,0.05,0.711901819087878,0.47,0.485128110214587,0.1958522465942239
1981-02-22,-0.463813847945257,7.78,0.565453925448328,0.47,0.298679415737429,0.1991585430690066
1981-02-23,0.39142998473714,1.25,0.328623695842769,0.47,0.248904592327533,0.1964546095211446
1981-02-24,-0.461004028273544,0.49,0.517889857729214,0.43,0.564289621768459,0.193077659458703
1981-02-25,-0.274704457421089,0.0,0.489286409007268,0.43,0.543107795378854,0.1950816619252673
1981-02-26,0.658030281838488,0.01,0.613868534046489,0.44,0.145295737010817,0.2063987864090246
1981-02-27,2.02110895814517,6.72,1.0150479233642,0.49,0.498405423375868,0.2083702613210626
1981-02-28,3.31663345668669,1.78,0.242861598548952,1.39,0.843922817899335,0.204507862432053
1981-03-01,4.68836476620827,6.55,0.561152846268657,1.27,0.247586620671134,0.205499321694882
1981-03-02,5.66575177781645,9.57,0.65683963778241,2.21,0.564084466426603,0.2079378405127963
1981-03-03,2.86272399620471,0.23,0.495699220340924,1.66,0.625443656838709,0.20799652711925
1981-03-04,2.45897670450748,0.0,0.779109403195062,0.97,0.76669342815876,0.2116556904565733
1981-03-05,3.77569803052365,1.04,0.768719892756382,0.82,0.611497930461361,0.2058644477953786
1981-03-06,7.57579053806006,3.56,0.875582499734554,0.77,0.651507482172981,0.2048798109658466
1981-03-07,10.6106440658945,0.64,0.799797519485599,0.79,0.845080385765722,0.2074092755245336
1981-03-08,11.0791705886974,0.23,1.0331684549967,0.72,0.607051688336557,0.2029276395085526
1981-03-09,9.32359023962193,14.61,0.335278515255533,1.54,0.918325361224913,0.200102990449837
1981-03-10,10.0918168629006,9.49,0.420623156911483,2.42,0.280296766469556,0.2005799710852363
1981-03-11,11.7572858952747,3.63,0.418760456913856,2.74,0.482919734091528,0.200652477705059
1981-03-12,9.71767750573857,0.86,1.1437445329337,1.5,0.692419533527667,0.2060593809753289
1981-03-13,6.59446662560983,4.87,0.540304908390847,1.39,1.10043948816676,0.20527978505656
1981-03-14,6.77742648852227,5.96,0.709772080863956,2.11,0.686373351322066,0.2102470377912849
1981-03-15,5.61333703326882,0.01,1.02349955738873,1.34,0.828859913012674,0.213398272368782
1981-03-16,3.29357386563269,0.1,1.17200140752863,0.99,1.13750952145746,0.2109591265461366
1981-03-17,3.41798827433536,0.22,1.33824406716265,0.85,1.29846737629944,0.2054689311382983
1981-03-18,5.56270692777502,0.09,1.5079099209311,0.81,1.5332589526811,0.2035068136241393
1981-03-19,8.61809134596074,0.04,1.85746887695365,0.77,1.30218742715736,0.2071012182546466
1981-03-20,8.81437463220168,2.35,1.44180797626415,0.73,1.41746231745328,0.2094643420854903
1981-03-21,8.97490201425509,7.48,0.744519526481924,0.78,1.52523139671933,0.2106964540550626
1981-03-22,5.68698436447059,2.83,1.24156351191501,0.93,2.10477605221733,0.206509066695685
1981-03-23,6.50758672078109,7.61,0.999942576434477,1.93,1.88455027678321,0.206497537063234
1981-03-24,10.0236629699047,3.78,1.29758086902848,1.2,0.905099216728441,0.2185005953954016
1981-03-25,12.4768093689575,4.79,1.7873027896895,1.09,0.946401330011506,0.2134904078639866
1981-03-26,9.5470213649251,0.05,1.73141901532931,0.98,1.76327043483334,0.211118345329333
1981-03-27,8.77064486740123,0.0,2.08085404144814,0.86,2.04883405277806,0.2098906711023366
1981-03-28,11.1007519447578,0.0,1.96230992886582,0.79,1.75232726239389,0.2049246350677009
1981-03-29,7.95565462176898,3.09,0.7470405251393,0.77,1.78551579555196,0.205684771039636
1981-03-30,6.40998233827466,0.04,1.00257049487546,0.7,1.01689204213119,0.2102113835040753
1981-03-31,6.36685136613198,5.16,1.3922867354587,0.69,0.994811910054376,0.2076282846497843
1981-04-01,8.24193004863362,2.17,1.19671454038107,0.85,1.27338821128491,0.2042364357112876
1981-04-02,7.82301568669395,0.06,2.00491242472911,0.74,1.3357165600023,0.199003501899151
