gridcode,Lp,Lp_lower_CI,Lp_higer_CI,gamma,gamma_low,gamma_high,R2
4540,0.21436151332227038,0.21325480833388835,0.2154739616556249,1.3879430595119444,1.360346338041834,1.415539780982055,0.22143906124523127
4541,0.23843229030737728,0.23710988700668675,0.23976206888251017,4.116205962908208,4.018008324017219,4.214403601799197,0.4962609120955318
4542,0.2000000000000002,0.2,0.20272528858804298,1.3116022993290326,1.2724835468701954,1.3507210517878698,0.6691843290290882
4543,0.2148246600144489,0.21331431420880628,0.21634569963809,1.2310896474067639,1.2011786259012802,1.2610006689122475,0.17579976133366593
4544,0.2114228189955337,0.20711499751468873,0.21582023961759736,0.9850192548219464,0.836453308327253,1.1335852013166399,0.06764480775355175
4545,0.204499639608955,0.20119441658822737,0.20785916085227746,0.8913093303548627,0.7879796455913025,0.9946390151184229,0.2705605835777535
4546,0.21170164067481134,0.2096310795747484,0.21379265305184042,0.9044730798603944,0.8682109114068264,0.9407352483139624,0.470297980794791
4547,0.252734876114021,0.24992592886797435,0.25557539345232183,1.4968800200907784,1.4736506549106003,1.5201093852709564,0.5751587807432175
4548,0.24879007687179028,0.2465856097338418,0.2510142518725274,1.568585707232907,1.5438806134012755,1.5932908010645386,0.7753376653223302
4549,0.2178087287022047,0.21613942416448376,0.21949092574045126,2.0928905130562936,2.0604761765405946,2.1253048495719926,0.5929679794411079
455,0.23186139685356072,0.22983694652887438,0.23390367894628528,1.237855395418525,1.1913958664816986,1.2843149243553513,0.6443714296833982
4550,0.21460655985889748,0.21117876576049022,0.2180899929432547,0.6995455072414184,0.6210343471112196,0.7780566673716172,0.3209033893589147
4551,0.20177363634137194,0.2,0.20515180037374536,0.6317136329581431,0.5605617754495066,0.7028654904667796,0.35476879355450675
4552,0.22266145573047758,0.2188418945566189,0.22654768168801673,1.486184465531841,1.4111952625006043,1.5611736685630777,0.6676712554334593
4553,0.21162643198260134,0.20857610180125086,0.21472137184902554,1.3553808506762133,1.2909194248394356,1.419842276512991,0.6949619665854347
4554,0.20000000000000007,0.2,0.2025993632731794,1.6703201828651506,1.641898020607878,1.6987423451224233,0.6920950300873303
4555,0.20000000000000007,0.2,0.20230249881036588,1.8960507258064343,1.8660141491431295,1.9260873024697391,0.685227333055934
4556,0.20000000000000007,0.2,0.20955460680157478,1.9505187461109812,1.8455410179027074,2.055496474319255,0.4016267277507427
4557,0.21064960731394627,0.20644005732849216,0.21494499486072136,1.840163541791559,1.7580869134343362,1.9222401701487817,0.6595929431994674
4558,0.20747692942658927,0.20308143104392404,0.2119675640604258,1.4710889349131435,1.3987024760486444,1.5434753937776426,0.5961374638627102
4559,0.21610629221788627,0.21179101068828335,0.22050949841728146,1.581041679602197,1.5174710344083882,1.644612324796006,0.683447085869866
456,0.2119168127488115,0.20995991433404151,0.21389195012799467,1.873804327577869,1.8426147791683698,1.9049938759873684,0.6293081113649872
4560,0.2139903360397455,0.21158241032175587,0.21642566529404297,1.8431715286556056,1.806050195224671,1.8802928620865402,0.6367267014022922
4561,0.20000000000000007,0.2,0.20312986097507946,1.913314508779414,1.8747607933392765,1.9518682242195513,0.7118016159333423
4562,0.21975834770679273,0.21611466787092398,0.2234634597576847,0.602737996760669,0.5268741712709881,0.6786018222503498,0.38881742449123013
4563,0.25917090167292584,0.2576121144062741,0.260739121018299,1.480327091744379,1.4620934208743093,1.4985607626144486,0.7042429340645969
4564,0.22928498260462002,0.2277511704188368,0.23082912439624864,2.633626860884332,2.584368869187963,2.6828848525807008,0.6076275677006536
4565,0.2000000000000003,0.2,0.20358998127685776,1.2237736604132452,1.1585546033023277,1.2889927175241627,0.556436520853966
4566,0.20000000000000007,0.2,0.21509263381041574,1.9545819455083167,1.7982258485274127,2.1109380424892206,0.5596273305905288
4567,0.20000000000000065,0.2,0.21137217633893557,0.820653206383331,0.7634072646392646,0.8778991481273973,0.6754822730715313
4568,0.20000000000000023,0.2,0.20837734800247978,2.2321334327650044,2.0900571986603955,2.3742096668696133,0.4808703133769462
4569,0.20000000000000007,0.2,0.2149170520915317,1.5097444572315175,1.3678135479178801,1.651675366545155,0.5424098404131517
